species_name,genome_file_name,cds_file_name
fomitiporia_mediterranea,fomitiporia_mediterranea_genomic.fna,fomitiporia_mediterranea_cds.fna
trametes_versicolor,trametes_versicolor_genomic.fna,trametes_versicolor_cds.fna
coniophora_puteana,coniophora_puteana_genomic.fna,coniophora_puteana_cds.fna
bipolaris_sorokiniana,bipolaris_sorokiniana_genomic.fna,bipolaris_sorokiniana_cds.fna
spathaspora_passalidarum,spathaspora_passalidarum_genomic.fna,spathaspora_passalidarum_cds.fna
mixia_osmundae,mixia_osmundae_genomic.fna,mixia_osmundae_cds.fna
stereum_hirsutum,stereum_hirsutum_genomic.fna,stereum_hirsutum_cds.fna
punctularia_strigosozonata,punctularia_strigosozonata_genomic.fna,punctularia_strigosozonata_cds.fna
sphaerulina_musiva,sphaerulina_musiva_genomic.fna,sphaerulina_musiva_cds.fna
exophiala_dermatitidis,exophiala_dermatitidis_genomic.fna,exophiala_dermatitidis_cds.fna
thermochaetoides_thermophila,thermochaetoides_thermophila_genomic.fna,thermochaetoides_thermophila_cds.fna
melampsora_laricis_populina,melampsora_laricis_populina_genomic.fna,melampsora_laricis_populina_cds.fna
metarhizium_acridum,metarhizium_acridum_genomic.fna,metarhizium_acridum_cds.fna
trichoderma_harzianum,trichoderma_harzianum_genomic.fna,trichoderma_harzianum_cds.fna
fusarium_proliferatum,fusarium_proliferatum_genomic.fna,fusarium_proliferatum_cds.fna
grosmannia_clavigera,grosmannia_clavigera_genomic.fna,grosmannia_clavigera_cds.fna
trichophyton_verrucosum,trichophyton_verrucosum_genomic.fna,trichophyton_verrucosum_cds.fna
schizosaccharomyces_cryophilus,schizosaccharomyces_cryophilus_genomic.fna,schizosaccharomyces_cryophilus_cds.fna
sordaria_macrospora,sordaria_macrospora_genomic.fna,sordaria_macrospora_cds.fna
phanerochaete_carnosa,phanerochaete_carnosa_genomic.fna,phanerochaete_carnosa_cds.fna
tuber_melanosporum,tuber_melanosporum_genomic.fna,tuber_melanosporum_cds.fna
colletotrichum_graminicola,colletotrichum_graminicola_genomic.fna,colletotrichum_graminicola_cds.fna
rhodotorula_graminis,rhodotorula_graminis_genomic.fna,rhodotorula_graminis_cds.fna
cryphonectria_parasitica,cryphonectria_parasitica_genomic.fna,cryphonectria_parasitica_cds.fna
nannizzia_gypsea,nannizzia_gypsea_genomic.fna,nannizzia_gypsea_cds.fna
talaromyces_stipitatus,talaromyces_stipitatus_genomic.fna,talaromyces_stipitatus_cds.fna
vanderwaltozyma_polyspora,vanderwaltozyma_polyspora_genomic.fna,vanderwaltozyma_polyspora_cds.fna
pyrenophora_tritici_repentis,pyrenophora_tritici_repentis_genomic.fna,pyrenophora_tritici_repentis_cds.fna
malassezia_restricta,malassezia_restricta_genomic.fna,malassezia_restricta_cds.fna
laccaria_bicolor,laccaria_bicolor_genomic.fna,laccaria_bicolor_cds.fna
phycomyces_blakesleeanus,phycomyces_blakesleeanus_genomic.fna,phycomyces_blakesleeanus_cds.fna
aspergillus_fischeri,aspergillus_fischeri_genomic.fna,aspergillus_fischeri_cds.fna
aspergillus_clavatus,aspergillus_clavatus_genomic.fna,aspergillus_clavatus_cds.fna
fusarium_verticillioides,fusarium_verticillioides_genomic.fna,fusarium_verticillioides_cds.fna
sclerotinia_sclerotiorum,sclerotinia_sclerotiorum_genomic.fna,sclerotinia_sclerotiorum_cds.fna
schizosaccharomyces_japonicus,schizosaccharomyces_japonicus_genomic.fna,schizosaccharomyces_japonicus_cds.fna
schizosaccharomyces_octosporus,schizosaccharomyces_octosporus_genomic.fna,schizosaccharomyces_octosporus_cds.fna
candida_dubliniensis,candida_dubliniensis_genomic.fna,candida_dubliniensis_cds.fna
spizellomyces_punctatus,spizellomyces_punctatus_genomic.fna,spizellomyces_punctatus_cds.fna
scheffersomyces_stipitis,scheffersomyces_stipitis_genomic.fna,scheffersomyces_stipitis_cds.fna
uncinocarpus_reesii,uncinocarpus_reesii_genomic.fna,uncinocarpus_reesii_cds.fna
lodderomyces_elongisporus,lodderomyces_elongisporus_genomic.fna,lodderomyces_elongisporus_cds.fna
chaetomium_globosum,chaetomium_globosum_genomic.fna,chaetomium_globosum_cds.fna
meyerozyma_guilliermondii,meyerozyma_guilliermondii_genomic.fna,meyerozyma_guilliermondii_cds.fna
candida_tropicalis,candida_tropicalis_genomic.fna,candida_tropicalis_cds.fna
lachancea_thermotolerans,lachancea_thermotolerans_genomic.fna,lachancea_thermotolerans_cds.fna
candida_glabrata,candida_glabrata_genomic.fna,candida_glabrata_cds.fna
ustilago_maydis,ustilago_maydis_genomic.fna,ustilago_maydis_cds.fna
saccharomyces_paradoxus,saccharomyces_paradoxus_genomic.fna,saccharomyces_paradoxus_cds.fna
fusarium_graminearum,fusarium_graminearum_genomic.fna,fusarium_graminearum_cds.fna
neurospora_crassa,neurospora_crassa_genomic.fna,neurospora_crassa_cds.fna
aspergillus_nidulans,aspergillus_nidulans_genomic.fna,aspergillus_nidulans_cds.fna
hypoxylon_trugodes,hypoxylon_trugodes_genomic.fna,hypoxylon_trugodes_cds.fna
alternaria_postmessia,alternaria_postmessia_genomic.fna,alternaria_postmessia_cds.fna
alternaria_infectoria,alternaria_infectoria_genomic.fna,alternaria_infectoria_cds.fna
alternaria_conjuncta,alternaria_conjuncta_genomic.fna,alternaria_conjuncta_cds.fna
