species_name,genome_file_name,cds_file_name
alternaria_incomplexa,alternaria_incomplexa_genomic.fna,alternaria_incomplexa_cds.fna
alternaria_arbusti,alternaria_arbusti_genomic.fna,alternaria_arbusti_cds.fna
alternaria_ethzedia,alternaria_ethzedia_genomic.fna,alternaria_ethzedia_cds.fna
alternaria_hordeiaustralica,alternaria_hordeiaustralica_genomic.fna,alternaria_hordeiaustralica_cds.fna
alternaria_novae_zelandiae,alternaria_novae_zelandiae_genomic.fna,alternaria_novae_zelandiae_cds.fna
alternaria_ventricosa,alternaria_ventricosa_genomic.fna,alternaria_ventricosa_cds.fna
alternaria_triticimaculans,alternaria_triticimaculans_genomic.fna,alternaria_triticimaculans_cds.fna
alternaria_viburni,alternaria_viburni_genomic.fna,alternaria_viburni_cds.fna
alternaria_metachromatica,alternaria_metachromatica_genomic.fna,alternaria_metachromatica_cds.fna
candida_margitis,candida_margitis_genomic.fna,candida_margitis_cds.fna
neoarthrinium_moseri,neoarthrinium_moseri_genomic.fna,neoarthrinium_moseri_cds.fna
daldinia_decipiens,daldinia_decipiens_genomic.fna,daldinia_decipiens_cds.fna
daldinia_loculata,daldinia_loculata_genomic.fna,daldinia_loculata_cds.fna
purpureocillium_takamizusanense,purpureocillium_takamizusanense_genomic.fna,purpureocillium_takamizusanense_cds.fna
annulohypoxylon_maeteangense,annulohypoxylon_maeteangense_genomic.fna,annulohypoxylon_maeteangense_cds.fna
daldinia_vernicosa,daldinia_vernicosa_genomic.fna,daldinia_vernicosa_cds.fna
xylaria_bambusicola,xylaria_bambusicola_genomic.fna,xylaria_bambusicola_cds.fna
emericellopsis_cladophorae,emericellopsis_cladophorae_genomic.fna,emericellopsis_cladophorae_cds.fna
histoplasma_mississippiense_nom_inval,histoplasma_mississippiense_nom_inval_genomic.fna,histoplasma_mississippiense_nom_inval_cds.fna
emericellopsis_atlantica,emericellopsis_atlantica_genomic.fna,emericellopsis_atlantica_cds.fna
ogataea_haglerorum,ogataea_haglerorum_genomic.fna,ogataea_haglerorum_cds.fna
marasmius_oreades,marasmius_oreades_genomic.fna,marasmius_oreades_cds.fna
daldinia_caldariorum,daldinia_caldariorum_genomic.fna,daldinia_caldariorum_cds.fna
psilocybe_cubensis,psilocybe_cubensis_genomic.fna,psilocybe_cubensis_cds.fna
kazachstania_barnettii,kazachstania_barnettii_genomic.fna,kazachstania_barnettii_cds.fna
aspergillus_puulaauensis,aspergillus_puulaauensis_genomic.fna,aspergillus_puulaauensis_cds.fna
fusarium_musae,fusarium_musae_genomic.fna,fusarium_musae_cds.fna
fusarium_tjaetaba,fusarium_tjaetaba_genomic.fna,fusarium_tjaetaba_cds.fna
talaromyces_rugulosus,talaromyces_rugulosus_genomic.fna,talaromyces_rugulosus_cds.fna
annulohypoxylon_truncatum,annulohypoxylon_truncatum_genomic.fna,annulohypoxylon_truncatum_cds.fna
alternaria_burnsii,alternaria_burnsii_genomic.fna,alternaria_burnsii_cds.fna
colletotrichum_karsti,colletotrichum_karsti_genomic.fna,colletotrichum_karsti_cds.fna
brettanomyces_nanus,brettanomyces_nanus_genomic.fna,brettanomyces_nanus_cds.fna
mytilinidion_resinicola,mytilinidion_resinicola_genomic.fna,mytilinidion_resinicola_cds.fna
pseudovirgaria_hyperparasitica,pseudovirgaria_hyperparasitica_genomic.fna,pseudovirgaria_hyperparasitica_cds.fna
macroventuria_anomochaeta,macroventuria_anomochaeta_genomic.fna,macroventuria_anomochaeta_cds.fna
neohortaea_acidophila,neohortaea_acidophila_genomic.fna,neohortaea_acidophila_cds.fna
lindgomyces_ingoldianus,lindgomyces_ingoldianus_genomic.fna,lindgomyces_ingoldianus_cds.fna
westerdykella_ornata,westerdykella_ornata_genomic.fna,westerdykella_ornata_cds.fna
trematosphaeria_pertusa,trematosphaeria_pertusa_genomic.fna,trematosphaeria_pertusa_cds.fna
aspergillus_pseudonomiae,aspergillus_pseudonomiae_genomic.fna,aspergillus_pseudonomiae_cds.fna
aspergillus_caelatus,aspergillus_caelatus_genomic.fna,aspergillus_caelatus_cds.fna
aspergillus_pseudotamarii,aspergillus_pseudotamarii_genomic.fna,aspergillus_pseudotamarii_cds.fna
aspergillus_alliaceus,aspergillus_alliaceus_genomic.fna,aspergillus_alliaceus_cds.fna
diutina_rugosa,diutina_rugosa_genomic.fna,diutina_rugosa_cds.fna
daldinia_childiae,daldinia_childiae_genomic.fna,daldinia_childiae_cds.fna
kwoniella_shandongensis,kwoniella_shandongensis_genomic.fna,kwoniella_shandongensis_cds.fna
alternaria_atra,alternaria_atra_genomic.fna,alternaria_atra_cds.fna
synchytrium_microbalum,synchytrium_microbalum_genomic.fna,synchytrium_microbalum_cds.fna
sporisorium_graminicola,sporisorium_graminicola_genomic.fna,sporisorium_graminicola_cds.fna
zygotorulaspora_mrakii,zygotorulaspora_mrakii_genomic.fna,zygotorulaspora_mrakii_cds.fna
morchella_importuna,morchella_importuna_genomic.fna,morchella_importuna_cds.fna
aspergillus_welwitschiae,aspergillus_welwitschiae_genomic.fna,aspergillus_welwitschiae_cds.fna
acaromyces_ingoldii,acaromyces_ingoldii_genomic.fna,acaromyces_ingoldii_cds.fna
tilletiopsis_washingtonensis,tilletiopsis_washingtonensis_genomic.fna,tilletiopsis_washingtonensis_cds.fna
pseudomicrostroma_glucosiphilum,pseudomicrostroma_glucosiphilum_genomic.fna,pseudomicrostroma_glucosiphilum_cds.fna
